,Plot,Subplot,Species,Light_ISF,Light_Cat,Core,Soil,Adult,Sterile,Conspecific,Myco,SoilMyco,PlantDate,AMF,EMF,Phenolics,Lignin,NSC,Census,Time,Event,Harvest,Alive
1370,18,D,Prunus serotina,0.161,High,2017,Sterile,I,Sterile,Sterilized,AMF,Sterile,6/5/18,6.02,22.356666666666666,0.13,9.19,12.58,7,24.5,0.0,1,Dead
1371,18,D,Acer saccharum,0.161,High,2017,Acer rubrum,50,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,18.48,28.04333333333333,0.08,14.14,12.76,7,24.5,1.0,0,Dead
1372,10,C,Quercus alba,0.075,Low,2016,Quercus alba,1320,Non-Sterile,Conspecific,EMF,EMF,5/22/18,14.9,33.73,4.8,24.29,15.78,21,73.5,1.0,0,Dead
1373,18,D,Quercus rubra,0.161,High,2017,Sterile,1454,Sterile,Sterilized,EMF,Sterile,5/23/18,0.0,0.0,3.89,25.67,15.69,7,24.5,0.0,1,Dead
1374,18,D,Acer saccharum,0.161,High,2017,Prunus serotina,H,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,20.01,1.105,-0.46,13.61,12.42,7,24.5,1.0,0,Dead
1375,10,C,Acer saccharum,0.075,Low,2016,Acer saccharum,561,Non-Sterile,Conspecific,AMF,AMF,6/4/18,16.93,2.21,0.04,10.7,11.18,17,59.5,1.0,0,Dead
1376,10,C,Acer saccharum,0.075,Low,2016,Quercus rubra,1688,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,13.26,3.315,-0.03,10.42,10.96,17,59.5,1.0,0,Dead
1377,10,A,Quercus alba,0.051,Low,2017,Sterile,1320,Sterile,Sterilized,EMF,Sterile,5/17/18,10.03,4.42,2.29,18.3,18.74,33,115.5,0.0,0,Alive
1378,10,A,Quercus alba,0.051,Low,2017,Quercus rubra,970,Non-Sterile,Heterospecific,EMF,EMF,5/25/18,22.83,31.81,4.65,21.31,18.03,33,115.5,0.0,0,Alive
1379,18,B,Quercus rubra,0.138,High,2016,Populus grandidentata,394,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,8.0,68.0,3.96,22.23,17.67,7,24.5,0.0,1,Dead
1380,10,A,Quercus alba,0.051,Low,2017,Prunus serotina,I,Non-Sterile,Heterospecific,EMF,AMF,6/15/18,19.98,30.55,3.59,19.06,20.3,33,115.5,0.0,0,Alive
1381,18,B,Quercus rubra,0.138,High,2017,Quercus alba,415,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,26.0,81.82,4.21,19.57,22.84,7,24.5,0.0,1,Dead
1382,18,D,Quercus rubra,0.161,High,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,32.0,35.09,3.3,28.23,14.69,7,24.5,0.0,1,Dead
1383,10,C,Quercus rubra,0.075,Low,2016,Populus grandidentata,285,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,17.06,34.36,3.62,20.43,18.29,18,63.0,1.0,0,Dead
1384,18,B,Acer saccharum,0.138,High,2017,Prunus serotina,J,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,17.0,30.560000000000002,-1.31,12.79,12.51,7,24.5,0.0,1,Dead
1385,18,B,Quercus alba,0.138,High,2017,Prunus serotina,I,Non-Sterile,Heterospecific,EMF,AMF,6/15/18,15.0,26.76,4.58,18.78,29.45,7,24.5,0.0,1,Dead
1386,18,B,Quercus rubra,0.138,High,2017,Quercus alba,1205,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,21.0,13.51,3.93,21.41,18.2,7,24.5,0.0,1,Dead
1387,18,D,Acer saccharum,0.161,High,2017,Quercus rubra,970,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,17.71,36.565,0.45,14.2,12.39,7,24.5,1.0,0,Dead
1388,18,D,Quercus alba,0.161,High,2017,Quercus alba,415,Non-Sterile,Conspecific,EMF,EMF,5/22/18,31.0,59.62,6.1,23.44,17.87,7,24.5,0.0,1,Dead
1389,18,D,Prunus serotina,0.161,High,2017,Prunus serotina,1027,Non-Sterile,Conspecific,AMF,AMF,6/7/18,0.0,44.714999999999996,0.81,8.67,12.26,7,24.5,0.0,1,Dead
1390,18,D,Prunus serotina,0.161,High,2017,Quercus rubra,984,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,0.0,29.81,1.34,6.35,11.19,7,24.5,0.0,1,Dead
1391,18,B,Acer saccharum,0.138,High,2017,Sterile,1757,Sterile,Sterilized,AMF,Sterile,6/1/18,9.57,14.905000000000001,0.55,15.25,12.69,7,24.5,0.0,1,Dead
1392,18,B,Quercus alba,0.138,High,2017,Sterile,1715,Sterile,Sterilized,EMF,Sterile,5/17/18,6.0,0.0,4.63,22.75,17.29,7,24.5,0.0,1,Dead
1393,18,D,Prunus serotina,0.161,High,2017,Prunus serotina,G,Non-Sterile,Conspecific,AMF,AMF,6/7/18,43.09,7.316666666666666,0.77,9.83,12.82,7,24.5,1.0,0,Dead
1394,18,B,Acer saccharum,0.138,High,2017,Sterile,275,Sterile,Sterilized,AMF,Sterile,6/1/18,15.0,14.633333333333333,0.22,14.35,12.97,7,24.5,0.0,1,Dead
1395,18,B,Quercus alba,0.138,High,2017,Acer rubrum,1384,Non-Sterile,Heterospecific,EMF,AMF,5/25/18,8.0,21.95,4.93,19.4,20.54,7,24.5,0.0,1,Dead
1396,10,A,Quercus alba,0.051,Low,2016,Sterile,415,Sterile,Sterilized,EMF,Sterile,5/17/18,10.03,4.42,2.29,18.3,18.74,19,66.5,1.0,0,Dead
1397,18,B,Quercus alba,0.138,High,2016,Quercus alba,1320,Non-Sterile,Conspecific,EMF,EMF,5/22/18,9.0,25.0,5.32,20.29,19.98,7,24.5,0.0,1,Dead
1398,10,C,Quercus rubra,0.075,Low,2017,Quercus rubra,1595,Non-Sterile,Conspecific,EMF,EMF,5/24/18,16.21,29.25,3.56,25.67,14.52,17,59.5,1.0,0,Dead
1399,18,D,Quercus rubra,0.161,High,2017,Prunus serotina,1027,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,16.0,15.87,2.46,24.3,11.78,7,24.5,0.0,1,Dead
1400,18,D,Acer saccharum,0.161,High,2016,Populus grandidentata,394,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,18.3,38.29,0.25,14.38,12.6,7,24.5,1.0,0,Dead
1401,18,D,Quercus rubra,0.161,High,2017,Prunus serotina,G,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,15.0,60.71,2.19,25.77,11.75,7,24.5,0.0,1,Dead
1402,18,B,Quercus alba,0.138,High,2017,Acer saccharum,275,Non-Sterile,Heterospecific,EMF,AMF,5/22/18,32.0,14.29,5.33,18.27,22.92,7,24.5,0.0,1,Dead
1403,10,C,Quercus rubra,0.075,Low,2017,Sterile,970,Sterile,Sterilized,EMF,Sterile,5/23/18,11.37,3.47,2.77,25.63,11.37,33,115.5,0.0,0,Alive
1404,18,D,Quercus alba,0.161,High,2017,Acer rubrum,1386,Non-Sterile,Heterospecific,EMF,AMF,5/25/18,3.0,12.5,5.55,24.74,16.9,7,24.5,0.0,1,Dead
1405,10,A,Quercus alba,0.051,Low,2016,Quercus rubra,1688,Non-Sterile,Heterospecific,EMF,EMF,5/25/18,22.83,31.81,4.65,21.31,18.03,33,115.5,0.0,0,Alive
1406,10,C,Quercus rubra,0.075,Low,2016,Populus grandidentata,118,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,17.06,34.36,3.62,20.43,18.29,33,115.5,0.0,0,Alive
1407,18,D,Quercus rubra,0.161,High,2017,Acer rubrum,1468,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,28.0,65.57,2.98,31.03,12.73,7,24.5,0.0,1,Dead
1408,10,C,Acer saccharum,0.075,Low,2016,Acer saccharum,961,Non-Sterile,Conspecific,AMF,AMF,6/4/18,16.93,44.36,0.04,10.7,11.18,17,59.5,1.0,0,Dead
1409,10,A,Quercus rubra,0.051,Low,2017,Acer rubrum,1468,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,14.84,23.15,3.47,26.47,13.85,33,115.5,0.0,0,Alive
1410,18,B,Quercus alba,0.138,High,2017,Acer rubrum,1332,Non-Sterile,Heterospecific,EMF,AMF,5/25/18,11.0,34.78,4.89,20.46,19.0,7,24.5,0.0,1,Dead
1411,10,A,Quercus alba,0.051,Low,2016,Quercus alba,1478,Non-Sterile,Conspecific,EMF,EMF,5/22/18,19.04,39.14,4.56,20.73,18.57,21,73.5,1.0,0,Dead
1412,2,A,Prunus serotina,0.083,Med,2016,Acer saccharum,1330,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,12.0,37.27142857142857,0.65,7.36,11.54,8,28.0,0.0,1,Dead
1413,3,C,Prunus serotina,0.103,Med,2016,Quercus alba,1478,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,14.0,35.402857142857144,0.85,4.96,9.1,8,28.0,0.0,1,Dead
1414,3,B,Prunus serotina,0.082,Med,2017,Populus grandidentata,891,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,42.0,33.534285714285716,0.69,5.68,10.22,8,28.0,0.0,1,Dead
1415,8,A,Prunus serotina,0.061,Low,2017,Quercus rubra,970,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,36.0,31.665714285714287,0.71,8.75,12.17,8,28.0,0.0,1,Dead
1416,8,B,Prunus serotina,0.066,Low,2017,Acer saccharum,1757,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,29.0,29.79714285714286,0.64,10.35,14.06,8,28.0,0.0,1,Dead
1417,10,A,Prunus serotina,0.051,Low,2017,Acer rubrum,1384,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,19.78,27.928571428571427,0.17,4.82,5.53,17,59.5,1.0,0,Dead
1418,10,A,Quercus rubra,0.051,Low,2016,Populus grandidentata,1201,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,16.05,26.06,3.7,19.64,19.2,18,63.0,1.0,0,Dead
1419,9,C,Prunus serotina,0.077,Med,2016,Populus grandidentata,118,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,61.0,26.857499999999998,0.57,5.38,4.98,8,28.0,0.0,1,Dead
1420,9,C,Prunus serotina,0.077,Med,2017,Acer saccharum,275,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,48.0,27.655,0.83,7.44,11.23,8,28.0,0.0,1,Dead
1421,9,C,Prunus serotina,0.077,Med,2016,Acer rubrum,1332,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,36.0,28.4525,0.48,5.52,9.44,8,28.0,0.0,1,Dead
1422,10,C,Quercus rubra,0.075,Low,2017,Quercus rubra,921,Non-Sterile,Conspecific,EMF,EMF,5/24/18,16.21,29.25,3.56,25.67,14.52,17,59.5,1.0,0,Dead
1423,10,C,Quercus alba,0.075,Low,2016,Acer saccharum,1323,Non-Sterile,Heterospecific,EMF,AMF,5/22/18,14.07,30.4,4.68,21.04,18.3,33,115.5,0.0,0,Alive
1424,9,A,Prunus serotina,0.065,Low,2016,Populus grandidentata,1201,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,53.0,27.173333333333332,0.6,5.43,7.83,8,28.0,0.0,1,Dead
1425,9,C,Prunus serotina,0.077,Med,2016,Acer saccharum,1330,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,69.0,23.946666666666665,0.83,6.43,10.69,8,28.0,0.0,1,Dead
1426,9,B,Quercus rubra,0.074,Low,2017,Quercus rubra,970,Non-Sterile,Conspecific,EMF,EMF,6/15/18,19.68,20.72,3.5,25.79,14.57,8,28.0,1.0,0,Dead
1427,10,A,Quercus alba,0.051,Low,2017,Prunus serotina,1027,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,19.98,30.55,3.59,19.06,20.3,19,66.5,1.0,0,Dead
1428,10,A,Prunus serotina,0.051,Low,2016,Populus grandidentata,1201,Non-Sterile,Heterospecific,AMF,EMF,6/8/18,25.0,29.427500000000002,0.38,5.24,4.3,8,28.0,0.0,1,Dead
1429,10,C,Prunus serotina,0.075,Low,2017,Quercus rubra,1595,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,59.38,28.305,0.64,7.98,11.57,8,28.0,0.0,1,Dead
1430,10,A,Prunus serotina,0.051,Low,2016,Quercus alba,1320,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,10.0,27.182499999999997,0.56,5.11,9.31,8,28.0,0.0,1,Dead
1431,10,A,Quercus rubra,0.051,Low,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,16.05,26.06,3.7,19.64,19.2,33,115.5,0.0,0,Alive
1432,10,B,Prunus serotina,0.072,Low,2017,Acer saccharum,275,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,70.0,18.529999999999998,0.49,6.25,10.3,8,28.0,0.0,1,Dead
1433,10,A,Acer saccharum,0.051,Low,2017,Sterile,275,Sterile,Sterilized,AMF,Sterile,5/17/18,6.35,10.999999999999998,-0.41,9.14,9.77,19,66.5,1.0,0,Dead
1434,10,C,Quercus rubra,0.075,Low,2017,Sterile,1454,Sterile,Sterilized,EMF,Sterile,5/23/18,11.37,3.47,2.77,25.63,11.37,21,73.5,1.0,0,Dead
1435,12,B,Quercus alba,0.06,Low,2016,Quercus alba,1478,Non-Sterile,Conspecific,EMF,EMF,5/22/18,23.75,42.94,4.66,19.15,22.08,8,28.0,1.0,0,Dead
1436,13,A,Prunus serotina,0.052,Low,2016,Acer saccharum,961,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,59.0,38.334999999999994,0.85,6.4,10.39,8,28.0,0.0,1,Dead
1437,10,C,Quercus alba,0.075,Low,2017,Quercus alba,1297,Non-Sterile,Conspecific,EMF,EMF,5/22/18,14.9,33.73,4.8,24.29,15.78,21,73.5,1.0,0,Dead
1438,13,A,Acer saccharum,0.052,Low,2016,Quercus rubra,1688,Non-Sterile,Heterospecific,AMF,EMF,6/8/18,12.0,33.73,-0.09,11.08,11.41,8,28.0,0.0,1,Dead
1439,13,B,Prunus serotina,0.093,Med,2017,Acer saccharum,1757,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,4.0,33.73,0.95,8.05,11.3,8,28.0,0.0,1,Dead
1440,14,C,Prunus serotina,0.053,Low,2017,Quercus rubra,921,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,52.0,33.73,1.04,6.1,10.43,8,28.0,0.0,1,Dead
1441,14,D,Prunus serotina,0.059,Low,2017,Prunus serotina,J,Non-Sterile,Conspecific,AMF,AMF,6/7/18,17.0,33.73,0.49,5.65,9.71,8,28.0,0.0,1,Dead
1442,15,C,Prunus serotina,0.103,Med,2017,Acer rubrum,1332,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,48.0,33.73,0.65,6.66,11.1,8,28.0,0.0,1,Dead
1443,15,C,Prunus serotina,0.103,Med,2016,Quercus alba,1320,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,17.0,33.73,0.71,10.58,14.2,8,28.0,0.0,1,Dead
1444,15,C,Acer saccharum,0.103,Med,2017,Prunus serotina,689,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,26.0,33.73,-0.81,13.49,12.13,8,28.0,0.0,1,Dead
1445,10,C,Quercus alba,0.075,Low,2017,Quercus alba,1205,Non-Sterile,Conspecific,EMF,EMF,5/22/18,14.9,33.73,4.8,24.29,15.78,21,73.5,1.0,0,Dead
1446,15,C,Prunus serotina,0.103,Med,2017,Quercus alba,1715,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,34.0,31.439999999999998,0.69,10.25,13.4,8,28.0,0.0,1,Dead
1447,15,C,Prunus serotina,0.103,Med,2017,Prunus serotina,689,Non-Sterile,Conspecific,AMF,AMF,6/7/18,41.0,29.15,0.66,5.6,10.82,8,28.0,0.0,1,Dead
1448,10,C,Quercus alba,0.075,Low,2017,Prunus serotina,G,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,19.69,26.86,3.81,18.37,21.36,33,115.5,0.0,0,Alive
1449,10,A,Quercus rubra,0.051,Low,2017,Acer rubrum,1332,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,14.84,23.15,3.47,26.47,13.85,19,66.5,1.0,0,Dead
1450,15,B,Prunus serotina,0.11,Med,2017,Quercus rubra,1454,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,51.0,29.814999999999998,0.96,10.4,13.5,8,28.0,0.0,1,Dead
1451,10,A,Quercus alba,0.051,Low,2016,Populus grandidentata,285,Non-Sterile,Heterospecific,EMF,EMF,5/29/18,22.72,36.48,4.43,20.55,18.63,33,115.5,0.0,0,Alive
1452,15,B,Prunus serotina,0.11,Med,2017,Acer saccharum,1757,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,49.0,36.86363636363636,1.07,6.67,11.47,8,28.0,0.0,1,Dead
1453,10,B,Acer saccharum,0.072,Low,2016,Sterile,561,Sterile,Sterilized,AMF,Sterile,5/17/18,7.16,37.24727272727272,-0.21,9.55,10.02,19,66.5,1.0,0,Dead
1454,15,B,Prunus serotina,0.11,Med,2017,Acer rubrum,1468,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,21.0,37.63090909090909,0.56,6.16,10.68,8,28.0,0.0,1,Dead
1455,15,D,Prunus serotina,0.086,Med,2016,Quercus alba,1478,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,12.0,38.014545454545456,0.72,5.45,9.92,8,28.0,0.0,1,Dead
1456,15,B,Prunus serotina,0.11,Med,2016,Acer saccharum,561,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,51.0,38.39818181818182,0.93,10.06,13.54,8,28.0,0.0,1,Dead
1457,16,A,Prunus serotina,0.122,High,2017,Acer rubrum,50,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,13.0,38.78181818181818,0.36,5.23,8.42,8,28.0,0.0,1,Dead
1458,16,C,Prunus serotina,0.133,High,2017,Quercus rubra,1454,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,67.0,39.165454545454544,1.06,7.09,11.35,8,28.0,0.0,1,Dead
1459,16,C,Prunus serotina,0.133,High,2016,Quercus alba,415,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,69.0,39.54909090909091,0.82,3.82,8.6,8,28.0,0.0,1,Dead
1460,16,A,Prunus serotina,0.122,High,2016,Populus grandidentata,285,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,37.0,39.93272727272728,0.76,8.25,11.72,8,28.0,0.0,1,Dead
1461,16,C,Prunus serotina,0.133,High,2017,Acer saccharum,275,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,92.0,40.31636363636364,0.92,8.99,11.81,8,28.0,0.0,1,Dead
1462,10,D,Quercus alba,0.06,Low,2016,Populus grandidentata,1201,Non-Sterile,Heterospecific,EMF,EMF,5/29/18,26.08,40.7,4.66,19.2,21.57,33,115.5,0.0,0,Alive
1463,10,D,Acer saccharum,0.06,Low,2016,Sterile,961,Sterile,Sterilized,AMF,Sterile,5/17/18,5.7,35.295,-0.27,9.0,9.03,19,66.5,1.0,0,Dead
1464,10,D,Quercus alba,0.06,Low,2017,Acer rubrum,1468,Non-Sterile,Heterospecific,EMF,AMF,5/25/18,13.12,29.89,4.37,18.71,23.35,33,115.5,0.0,0,Alive
1465,10,B,Prunus serotina,0.072,Low,2017,Prunus serotina,1027,Non-Sterile,Conspecific,AMF,AMF,6/8/18,36.12,30.03875,0.42,5.29,7.32,33,115.5,0.0,0,Alive
1466,16,B,Acer saccharum,0.105,Med,2017,Prunus serotina,689,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,21.0,30.1875,-0.52,12.34,11.75,8,28.0,0.0,1,Dead
1467,16,B,Prunus serotina,0.105,Med,2017,Quercus rubra,1595,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,25.0,30.33625,0.68,11.08,14.17,8,28.0,0.0,1,Dead
1468,16,B,Prunus serotina,0.105,Med,2016,Acer saccharum,1323,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,22.0,30.485,0.79,10.57,14.78,8,28.0,0.0,1,Dead
1469,16,B,Prunus serotina,0.105,Med,2017,Prunus serotina,J,Non-Sterile,Conspecific,AMF,AMF,6/7/18,63.0,30.63375,0.46,5.16,8.64,8,28.0,0.0,1,Dead
1470,16,B,Prunus serotina,0.105,Med,2016,Acer saccharum,561,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,77.0,30.7825,0.85,4.54,8.38,8,28.0,0.0,1,Dead
1471,10,B,Acer saccharum,0.072,Low,2016,Quercus alba,1320,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,15.03,30.93125,0.03,13.72,12.34,17,59.5,1.0,0,Dead
1472,17,A,Quercus alba,0.095,Med,2016,Acer saccharum,1323,Non-Sterile,Heterospecific,EMF,AMF,5/22/18,21.77,31.08,5.05,18.84,22.51,8,28.0,1.0,0,Dead
1473,17,D,Prunus serotina,0.118,Med,2017,Quercus rubra,970,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,65.0,28.21333333333333,1.28,8.91,11.89,8,28.0,0.0,1,Dead
1474,17,B,Prunus serotina,0.111,Med,2016,Quercus alba,415,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,63.0,25.346666666666668,0.9,5.95,10.29,8,28.0,0.0,1,Dead
1475,17,B,Quercus alba,0.111,Med,2017,Acer saccharum,1330,Non-Sterile,Heterospecific,EMF,AMF,5/22/18,23.12,22.48,5.11,18.4,22.88,8,28.0,1.0,0,Dead
1476,10,B,Quercus rubra,0.072,Low,2017,Prunus serotina,I,Non-Sterile,Heterospecific,EMF,AMF,6/15/18,18.25,12.85,2.57,24.22,11.95,33,115.5,0.0,0,Alive
1477,10,B,Acer saccharum,0.072,Low,2017,Acer rubrum,1384,Non-Sterile,Heterospecific,AMF,AMF,6/4/18,18.01,15.254,-0.18,10.37,10.95,17,59.5,1.0,0,Dead
1478,18,A,Prunus serotina,0.141,High,2017,Quercus rubra,1454,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,6.0,17.658,1.29,5.66,10.68,8,28.0,0.0,1,Dead
1479,18,C,Prunus serotina,0.14,High,2016,Acer saccharum,961,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,83.0,20.062,1.15,9.47,12.18,8,28.0,0.0,1,Dead
1480,18,C,Prunus serotina,0.14,High,2017,Quercus rubra,1595,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,80.0,22.466,1.29,8.73,12.19,8,28.0,0.0,1,Dead
1481,10,D,Quercus rubra,0.06,Low,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,15.49,24.87,3.8,20.73,18.53,18,63.0,1.0,0,Dead
1482,10,D,Quercus alba,0.06,Low,2017,Acer saccharum,1757,Non-Sterile,Heterospecific,EMF,AMF,5/22/18,20.14,22.73,4.74,18.34,22.05,33,115.5,0.0,0,Alive
1483,18,C,Prunus serotina,0.14,High,2016,Quercus rubra,1688,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,48.0,24.527,1.2,9.74,12.64,8,28.0,0.0,1,Dead
1484,10,D,Prunus serotina,0.06,Low,2017,Sterile,H,Sterile,Sterilized,AMF,Sterile,6/5/18,12.79,26.324,0.28,5.18,8.17,33,115.5,0.0,0,Alive
1485,18,C,Prunus serotina,0.14,High,2017,Acer saccharum,275,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,48.0,28.121000000000002,1.2,10.44,14.92,8,28.0,0.0,1,Dead
1486,18,C,Prunus serotina,0.14,High,2017,Quercus alba,1205,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,20.97,29.918,1.03,8.87,12.26,8,28.0,0.0,1,Dead
1487,18,A,Prunus serotina,0.141,High,2016,Populus grandidentata,285,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,92.0,31.715000000000003,0.94,9.29,11.65,8,28.0,0.0,1,Dead
1488,18,E,Prunus serotina,0.148,High,2016,Populus grandidentata,394,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,77.0,33.512,1.07,6.63,10.18,8,28.0,0.0,1,Dead
1489,18,C,Prunus serotina,0.14,High,2016,Populus grandidentata,1201,Non-Sterile,Heterospecific,AMF,EMF,6/12/18,41.0,35.309,0.93,6.24,10.88,8,28.0,0.0,1,Dead
1490,18,D,Prunus serotina,0.161,High,2017,Sterile,J,Sterile,Sterilized,AMF,Sterile,6/5/18,15.04,37.106,0.09,9.34,12.14,8,28.0,1.0,0,Dead
1491,18,B,Prunus serotina,0.138,High,2017,Quercus rubra,970,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,15.0,38.903000000000006,1.29,6.17,11.23,8,28.0,0.0,1,Dead
1492,10,D,Quercus alba,0.06,Low,2016,Populus grandidentata,118,Non-Sterile,Heterospecific,EMF,EMF,5/29/18,26.08,40.7,4.66,19.2,21.57,33,115.5,0.0,0,Alive
1493,18,B,Prunus serotina,0.138,High,2017,Prunus serotina,J,Non-Sterile,Conspecific,AMF,AMF,6/7/18,63.0,34.53,0.76,7.99,12.14,8,28.0,0.0,1,Dead
1494,10,D,Quercus alba,0.06,Low,2017,Quercus rubra,1454,Non-Sterile,Heterospecific,EMF,EMF,5/25/18,15.17,28.36,4.74,23.67,16.12,33,115.5,0.0,0,Alive
1495,10,D,Quercus alba,0.06,Low,2017,Sterile,1715,Sterile,Sterilized,EMF,Sterile,5/17/18,10.56,2.49,2.46,19.5,18.63,19,66.5,1.0,0,Dead
1496,18,D,Prunus serotina,0.161,High,2017,Acer saccharum,1757,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,53.0,5.575,1.2,10.75,14.03,8,28.0,0.0,1,Dead
1497,4,A,Quercus rubra,0.078,Med,2016,Sterile,984,Sterile,Sterilized,EMF,Sterile,5/23/18,10.62,8.66,3.02,24.76,13.06,9,31.5,1.0,0,Dead
1498,9,A,Prunus serotina,0.065,Low,2016,Quercus alba,1320,Non-Sterile,Heterospecific,AMF,EMF,6/12/18,25.23,16.35,0.61,7.37,11.29,9,31.5,1.0,0,Dead
1499,12,C,Quercus alba,0.047,Low,2016,Acer saccharum,1330,Non-Sterile,Heterospecific,EMF,AMF,5/22/18,22.03,24.04,4.64,18.68,21.78,9,31.5,1.0,0,Dead
1500,10,D,Quercus alba,0.06,Low,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,EMF,EMF,5/29/18,26.08,40.7,4.66,19.2,21.57,33,115.5,0.0,0,Alive
1501,12,B,Quercus alba,0.06,Low,2017,Sterile,1715,Sterile,Sterilized,EMF,Sterile,6/15/18,10.56,2.49,2.46,19.5,18.63,9,31.5,1.0,0,Dead
1502,12,B,Quercus alba,0.06,Low,2017,Sterile,1297,Sterile,Sterilized,EMF,Sterile,6/15/18,10.56,2.49,2.46,19.5,18.63,9,31.5,1.0,0,Dead
1503,13,A,Prunus serotina,0.052,Low,2017,Acer saccharum,275,Non-Sterile,Heterospecific,AMF,AMF,6/12/18,48.86,8.91,0.55,4.9,6.86,9,31.5,1.0,0,Dead
1504,13,D,Prunus serotina,0.086,Med,2017,Quercus alba,1297,Non-Sterile,Heterospecific,AMF,EMF,6/12/18,29.94,15.33,0.56,10.76,13.39,9,31.5,1.0,0,Dead
1505,13,B,Prunus serotina,0.093,Med,2017,Quercus alba,1205,Non-Sterile,Heterospecific,AMF,EMF,6/12/18,29.42,21.75,0.68,10.46,13.7,9,31.5,1.0,0,Dead
1506,10,B,Quercus rubra,0.072,Low,2017,Acer saccharum,561,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,22.07,28.17,3.83,22.69,16.83,19,66.5,1.0,0,Dead
1507,17,A,Quercus alba,0.095,Med,2017,Prunus serotina,I,Non-Sterile,Heterospecific,EMF,AMF,6/15/18,15.11,30.86,4.2,18.95,23.26,9,31.5,1.0,0,Dead
